brand,description,name,oos,price,short_description,url
BROTHERS AT WAR,"Product Weight1.3 kgWhat’s the worst a little sibling rivalry could bring? A few bruises and a couple of stitches are all part of the joys of brotherhood! We couldn’t have been more different, opposites in every way. Until wine came into our lives…Brothers at War Wines began in 2013 with a tonne of grapes and two brothers’ vision to create world class wines with unique expression, using small parcels of exceptional fruit from some of the Barossa’s greatest characters.Tasting Notes :Bright crimson in colour, this wine displays forest fruits, violets and wild berries with complex spicy aromas. The palate shows concentrated layers of black fruits and spice, with fine velvety tannins and incredible texture.Grape Varietal : SyrahCountry : AustraliaSize : 750 ml",BROTHERS AT WAR SINGLE VINEYARD - EDEN VALLEY - SYRAH - 2018,,134,"What’s the worst a little sibling rivalry could bring? A few bruises and a couple of stitches are all part of the joys of brotherhood! We couldn’t have been more different, opposites in every way. Until wine came into our lives…Brothers at War Wines began in 2013 with a tonne of grapes and two brothers’ vision to create world class wines with unique expression, using small parcels of exceptional fruit from some of the Barossa’s greatest characters.Read more",https://www.krisshop.com/en/product/70e3ec9acbd74acf/brothers-at-war-single-vineyard-eden-valley-syrah-2018.html
BROTHERS AT WAR,"Product Weight1.3 kgWhat’s the worst a little sibling rivalry could bring? A few bruises and a couple of stitches are all part of the joys of brotherhood! We couldn’t have been more different, opposites in every way. Until wine came into our lives…Brothers at War Wines began in 2013 with a tonne of grapes and two brothers’ vision to create world class wines with unique expression, using small parcels of exceptional fruit from some of the Barossa’s greatest characters.Tasting Notes :Bright crimson in colour, this fragrant wine displays plums, raspberries and savory spice. A succulent, elegant wine showing caramel, cranberries with some earthiness on the palate. Fine velvety tannins and incredible texture.Grape Varietal : MataroCountry : AustraliaSize : 750 ml",BROTHERS AT WAR SINGLE VINEYARD - EDEN VALLEY - MATARO - 2019,,128,"What’s the worst a little sibling rivalry could bring? A few bruises and a couple of stitches are all part of the joys of brotherhood! We couldn’t have been more different, opposites in every way. Until wine came into our lives…Brothers at War Wines began in 2013 with a tonne of grapes and two brothers’ vision to create world class wines with unique expression, using small parcels of exceptional fruit from some of the Barossa’s greatest characters.Read more",https://www.krisshop.com/en/product/9c1b899ae44b0d87/brothers-at-war-single-vineyard-eden-valley-mataro-2019.html
TERRAZAS,"Product Weight1.36 kgTerrazas de los Andes has established a core wine philosophy based on Argentina's primary advantage in the world of winemaking: high elevation grape cultivation.By leveraging the unique Mendoza topography at the foothills of the Andes,Terrazas de los Andes has captured the essence of Argentine fruit expression and forged a distinct national style.Tasting Note :Earthy & Spicy. Notes of black fruit such as fig, plum and blackberry combined with notes of rex pepper. Licorice and toast create lush, fruity character and perfect ripeness of tannins.Grape Varietal :Cabernet SauvignonCountry : ArgentinaSize : 750 ml",TERRAZAS RESERVA - MENDOZA - CABERNET SAUVIGNON - 2018,,47,"Terrazas de los Andes has established a core wine philosophy based on Argentina's primary advantage in the world of winemaking: high elevation grape cultivation.By leveraging the unique Mendoza topography at the foothills of the Andes,Terrazas de los Andes has captured the essence of Argentine fruit expression and forged a distinct national style.Read more",https://www.krisshop.com/en/product/34f87db56d7bb0ef/terrazas-reserva-mendoza-cabernet-sauvignon-2018.html
DOMAINE CAPMARTIN,"Product Weight1.5 kgThe history of  Domaine Capmartin began in 1985, when Guy Capmartin decided to leave the family estate to create his own  estate .In 1987, the first cuvée of Domaine Capmartin was born: “Tradition”.Step by step, the domain is expanding and its notoriety grows, making the Convent of Maumusson today an unmissable meeting place for lovers of authentic Madiran and Pacherenc.After several years of work in personal conviction, he decided in 2010 to have his work recognized and applied for the “AB” label in order to certify his productions and promote his wines and cereal crops.With the 2013 vintage, the Domaine signs its first certified organic vintage, to the delight of its customers!Tasting Notes :A blend of both Manseng grapes along with the rare Petit Courbu, this wine is perfumed, ripe, full of a fine mix of yellow fruits, apples that are cut with a squeeze of lemon. A balanced, lightly spicy wine, this is ready to drink.Grape Varieties :Gros Manseng, Petit CourbuCountry :FranceSize :750 ml",DOMAINE CAPMARTIN AGRUMES & CAETERA - GROS MANSENG/PETIT COURBU - PACHERENC DU VIC BILH - 2019,,37.7058.00,"The history of  Domaine Capmartin began in 1985, when Guy Capmartin decided to leave the family estate to create his own  estate .In 1987, the first cuvée of Domaine Capmartin was born: “Tradition”.Step by step, the domain is expanding and its notoriety grows, making the Convent of Maumusson today an unmissable meeting place for lovers of authentic Madiran and Pacherenc.After several years of work in personal conviction, he decided in 2010 to have his work recognized and applied for the “AB” label in order to certify his productions and promote his wines and cereal crops. With the 2013 vintage, the Domaine signs its first certified organic vintage, to the delight of its customers!Read more",https://www.krisshop.com/en/product/373736e20a911f5d/domaine-capmartin-agrumes-caetera-gros-manseng-petit-courbu-pacherenc-du-vic-bilh-2019.html
FOX CREEK,"Product Weight1.3 kgSome of the fruit that goes into this highly awarded wine is sourced from a premium McLaren Vale vineyard planted in 1910, where the bush vines produce some amazing, concentrated flavours. Full of gnarly old vines, this vineyard has been lovingly restored to prosperity by three generations of the original owner, Pasquale Maglieri’s family, who all still live and work on the land he prospered all those years ago. The vineyard site has a northerly aspect with east west planted rows to help protect the fruit from the hot summer sun, alluvial fan clay soil allowed the vines to establish a very deep root system. Access to reliable good quality water provides a measure of drought tolerance for the vines, made notable by the high quality of fruit produced during the recent run of dry vintages. Only made in the best years, in very small quantities with limited allocations, Reserve Shiraz is not only a forerunner in developing the reputation of Fox Creek, but also the McLaren Vale region; showcasing exceptional fruit quality, structure, complexity, balance, elegance, length of flavour and approachability when young with long term cellaring potential.",FOX CREEK RESERVE - MCLAREN VALE - SHIRAZ - 2015,,133,"Some of the fruit that goes into this highly awarded wine is sourced from a premium McLaren Vale vineyard planted in 1910, where the bush vines produce some amazing, concentrated flavours. Full of gnarly old vines, this vineyard has been lovingly restored to prosperity by three generations of the original owner, Pasquale Maglieri’s family, who all still live and work on the land he prospered all those years ago. The vineyard site has a northerly aspect with east west planted rows to help protect the fruit from the hot summer sun, alluvial fan clay soil allowed the vines to establish a very deep root system. Access to reliable good quality water provides a measure of drought tolerance for the vines, made notable by the high quality of fruit produced during the recent run of dry vintages. Only made in the best years, in very small quantities with limited allocations, Reserve Shiraz is not only a forerunner in developing the reputation of Fox Creek, but also the McLaren Vale region; showcasing exceptional fruit quality, structure, complexity, balance, elegance, length of flavour and approachability when young with long term cellaring potential.Read more",https://www.krisshop.com/en/product/53bd147c0c9d9ee3/fox-creek-reserve-mclaren-vale-shiraz-2015.html
WINE N' ROSES,"Product Weight1.5 kgThe Wines n Roses project was created by five friends who met in the world of wine. Lovers of good rock ‘n’ roll who shared the same dream: to innovate and to crank it up.The project has sustainable roots, influenced by their ancestors’ work of the land and the vineyards. A band that stands out because of its faith in local grapes which have adapted so well to the land and climate. A group, that far from jumping on the fashionable bandwagon, create the wines which always make the character of the grape and its origin resonate.Tasting Notes :ASPECT: Intense purple colour, violet rim and medium high intensity.NOSE: Mature dark fruits, liquorice, Mediterranean plants, cocoa, and a toasted undertone.MOUTH: Full mouth, potent with a long finish.Grape Varietal :MonastrellCountry :SpainSize :750 ml",THE FINAL COUNTDOWN - MONASTRELL - VALENCIA - 2019,,29.2545.00,"The Wines n Roses project was created by five friends who met in the world of wine. Lovers of good rock ‘n’ roll who shared the same dream: to innovate and to crank it up.The project has sustainable roots, influenced by their ancestors’ work of the land and the vineyards. A band that stands out because of its faith in local grapes which have adapted so well to the land and climate. A group, that far from jumping on the fashionable bandwagon, create the wines which always make the character of the grape and its origin resonate.Read more",https://www.krisshop.com/en/product/9ff4e2e2461e4cfd/the-final-countdown-monastrell-valencia-2019.html
PALACIOS VINOS DE FINCA,"Product Weight1.5 kgIn Trus there is the seed of Palacios Vinos de Finca. Founded in 1999, it was after the acquisition of the entire winery by Javier Palacios that it was redirected towards the territory as an expression to produce wines that express the typical characteristics of the Ribera, without stridencies and without excesses. The winery's estates are located in Piñel de abajo, Pesquera de Duero, Quintanilla de Arriba and we work with winegrowers from other areas of the D.O. such as Moradillo, Roa, Nava , Peñaranda or Baños de Valdearados. Trus, an acronym for Earth, Oak, Grape and Sun, aims to reflect the climatic year in its wines and that they are capable of survive in the bottle and win over the years.Tasting Notes :Clean and bright to the eye; cherry red in colour and burgundy tones at the rim. Medium-high colour depth. The nose is very intense and complex. Memories of ripe black fruit and liquorice appear, along with notes of its ageing in barrels, spices and balsamic. Tasty and unctuous on the palate. The perfect harmony between acidity and alcohol. Fresh and friendly mouthfeel, thanks to its pleasant mature, ripe soft tannins which provide a structure that gives it length and life to be enjoyed now or in the next 3-4 years. Long finish, ripe fruit aftertaste with smoky and spicy retronasal sensations.Grape Varietal :TempranilloCountry :SpainSize :750 ml",TRUS CRIANZA - TEMPRANILLO - RIBERA DEL DUERO - 2018,,45.5070.00,"In Trus there is the seed of Palacios Vinos de Finca. Founded in 1999, it was after the acquisition of the entire winery by Javier Palacios that it was redirected towards the territory as an expression to produce wines that express the typical characteristics of the Ribera, without stridencies and without excesses. The winery's estates are located in Piñel de abajo, Pesquera de Duero, Quintanilla de Arriba and we work with winegrowers from other areas of the D.O. such as Moradillo, Roa, Nava , Peñaranda or Baños de Valdearados. Trus, an acronym for Earth, Oak, Grape and Sun, aims to reflect the climatic year in its wines and that they are capable of survive in the bottle and win over the years.Read more",https://www.krisshop.com/en/product/96f6e9e240eeeab9/trus-crianza-tempranillo-ribera-del-duero-2018.html
FAMILLE PERRIN,"Product Weight1.5 kgFamille Perrin is the leading estate of Southern Rhone with an established worldwide reputation for excellence. The Perrin family’s involvement in the wine industry goes back to five generations ago, since the 1909. They were even named “Personality of the Year” by esteemed Decanter Magazine in 2014.Tasting NotesAttractive pale yellow colour with slightly green undertones. This wine shows a subtle, slightly buttery nose, with notes of white flowers such as almond and honeysuckle. The freshness on the palate has a nice minerality, enhanced by a delicate bitterness on the finish.Grapes VarietiesGrenache blanc, Marsanne, Roussanne, ViognierCountryFranceSize750 ml",FAMILLE PERRIN RESERVE - COTES DU RHONE ROUGE - 2018,,45,"Famille Perrin is the leading estate of Southern Rhone with an established worldwide reputation for excellence. The Perrin family’s involvement in the wine industry goes back to five generations ago, since the 1909. They were even named “Personality of the Year” by esteemed Decanter Magazine in 2014.Their deep belief for organic viticulture and absolute respect for the soil and terroir are faithfully honoured up till today.Read more",https://www.krisshop.com/en/product/41e9027c025ff68f/famille-perrin-reserve-cotes-du-rhone-rouge-2018.html
BROTHERS AT WAR,"Product Weight1.3 kgWhat’s the worst a little sibling rivalry could bring? A few bruises and a couple of stitches are all part of the joys of brotherhood! We couldn’t have been more different, opposites in every way. Until wine came into our lives…Brothers at War Wines began in 2013 with a tonne of grapes and two brothers’ vision to create world class wines with unique expression, using small parcels of exceptional fruit from some of the Barossa’s greatest characters.Tasting Notes :Bright crimson in colour, this wine displays perfume, violets and raspberries with complex spicy aromas. The palate shows concentrated layers of red fruits and spice, with fine velvety tannins and incredible texture.Grape Varietal : GrenacheCountry : AustraliaSize : 750 ml",BROTHERS AT WAR SINGLE VINEYARD - EDEN VALLEY - GRENACHE - 2019,,128,"What’s the worst a little sibling rivalry could bring? A few bruises and a couple of stitches are all part of the joys of brotherhood! We couldn’t have been more different, opposites in every way. Until wine came into our lives…Brothers at War Wines began in 2013 with a tonne of grapes and two brothers’ vision to create world class wines with unique expression, using small parcels of exceptional fruit from some of the Barossa’s greatest characters.Read more",https://www.krisshop.com/en/product/9c179b9ae44743c6/brothers-at-war-single-vineyard-eden-valley-grenache-2019.html
CHATEAU PAVIE,"Product Weight1.3 kgGérard Perse, owner of the renowned Châteaux Pavie, Pavie-Decesse, Monbousquet, and Bellevue Mondotte, has produced a new wine called “Esprit de Pavie” under the Bordeaux appellation. This wine is produced on Bordeaux’s finest terroirs of gravel, clay, and clay-limestone soils situated on the fully south-facing slopes of the Dordogne Valley. Like the other wines in the Perse collection, Esprit de Pavie receives the same care and attention which produces a distinctive level of quality.Tasting Note :Very polished and modern in style, with a rich, dark fruit nose. A bit of new oak showing on the palate, but the fruit is undeniably first class. The texture in the mouth is seductive; this is toothsome and moreish.Grapes Varieties: Cabernet Franc, Merlot.
Country :FranceSize :750 ml",ESPRIT DE PAVIE - BORDEAUX - 2012,,68,"Gérard Perse, owner of the renowned Châteaux Pavie, Pavie-Decesse, Monbousquet, and Bellevue Mondotte, has produced a new wine called “Esprit de Pavie” under the Bordeaux appellation. This wine is produced on Bordeaux’s finest terroirs of gravel, clay, and clay-limestone soils situated on the fully south-facing slopes of the Dordogne Valley. Like the other wines in the Perse collection, Esprit de Pavie receives the same care and attention which produces a distinctive level of quality.Read more",https://www.krisshop.com/en/product/82be529ad619ec8d/esprit-de-pavie-bordeaux-2012.html
CHATEAU GRAND PUY LACOSTE,"Product Weight1.5 kgThis red wine (Second wine) from Pauillac is made with a vineyard that has an area of 90 hectares by Château Grand Puy Lacoste. The Pauillac appellation is located on the left bank of the Gironde and brings together exceptional climatic and geological conditions, which allows it to produce very great wines.Tasting Notes""The 2016 Lacoste-Borie is a blend of 61% Cabernet Sauvignon, 29% Merlot and 10% Cabernet Franc, cropped at 50 hectoliters per hectare. It has a clean and precise bouquet, not as complex as some of its peers, yet with thoroughly enjoyable raspberry and blackcurrant leaf tinged with cedar. The palate is medium-bodied with grippy, slightly dry tannin on the entry, hints of dark chocolate interlacing the black fruit with a touch of cracked black pepper on the finish."" – Wine Advocate 88-90 pointsGrapes VarietiesCabernet Sauvignon, Merlot, Cabernet FrancCountryFranceSize750 ml",LACOSTE BORIE - PAUILLAC - 2016,,75,"This red wine (Second wine) from Pauillac is made with a vineyard that has an area of 90 hectares by Château Grand Puy Lacoste. The Pauillac appellation is located on the left bank of the Gironde and brings together exceptional climatic and geological conditions, which allows it to produce very great wines.Read more",https://www.krisshop.com/en/product/4aa00d7c075374c6/lacoste-borie-pauillac-2016.html
DOMAINE DE GALUVAL,"Product Weight1.5 kgThe Galuval estate is one of the oldest winegrower-harvesting estates in Cairanne. Founded in 1923 by the Marchal family, he began a qualitative approach from his creation by making his own vintages and daring to bottle them. A pioneering quality approach from the beginning of the 20th century that we have continued.Tasting Notes :The 2019 Coq Volant Rouge is a deep red with purple reflections. It reveals a nose with aromas of violet (Syrah) and red fruits (Grenache) underlined by the elegance of the wood. On the palate, the whole is harmonious and fresh, with a good length supported by flavors of black fruits, spices and silky tannins.Grapes Varieties :Syrah, GrenacheCountry :FranceSize :
750 ml",DOMAINE DE GALUVAL LE COQ VOLANT - SYRAH/GRENACHE - COTES DU RHONE VILLAGES - 2019,,33.1551.00,"The Galuval estate is one of the oldest winegrower-harvesting estates in Cairanne. Founded in 1923 by the Marchal family, he began a qualitative approach from his creation by making his own vintages and daring to bottle them. A pioneering quality approach from the beginning of the 20th century that we have continued. Read more",https://www.krisshop.com/en/product/9baaebd925c37cd9/domaine-de-galuval-le-coq-volant-syrah-grenache-cotes-du-rhone-villages-2019.html
CHATEAU LA MISSION HAUT BRION,"Product Weight1.5 kgSecond label of Chateau La Mission Haut-Brion. 2017 has all the necessary qualities to become a benchmark vintage.Tasting NotesBeautiful, intense cherry-red colour. The initial impression on the nose suggests very ripe fruit aromas. Swirling in the glass unveil oaky, liquorice notes combined with red fruit and violet nuances. Starts out broad-based and tight-knit on the palate. Goes on to reveal pleasant, velvety tannin, leaving a very charming impression which invites another sip.Grapes VarietiesMerlot, Cabernet Sauvignon, Cabernet FrancCountryFranceSize750 ml",LA CHAPELLE DE LA MISSION HAUT BRION - PESSAC LEOGNAN - 2017,,189,Second label of Chateau La Mission Haut-Brion. 2017 has all the necessary qualities to become a benchmark vintage.Read more,https://www.krisshop.com/en/product/4aa3fb7c07573e87/la-chapelle-de-la-mission-haut-brion-pessac-leognan-2017.html
LOUIS ROEDERER,"Product Weight1.25 kgLouis Roederer, a wonderful family-owned Champagne house founded in 1776, has a tremendous reputation for quality. The Louis Roederer House has remained an independent, family-owned company and is now managed by Frédéric Rouzaud, who represents the seventh generation of the lineage. 80% of the firm's needs are supplied by their own, magnificent, 444 acres of vineyard holdings.  Louis Roederer's Pinot Noir based non-vintage Brut Premier is powerful and richly-honeyed and is far superior to most other producers` vintage Champagnes. In 1876 Louis Roederer created the now famous Cristal, at the request of Alexander II.Tasting Note :The palate is characteristic of Louis Roederer’s vintages: the attack is ample and dense; a rich and winey fullness is refined by the sweetness, acidity and tight blend of the Pinot noir grapes of Verzenay. The ensemble is perfectly integrated into a subtle texture. Tasting reveals sparkling suggestions of candied fruits, almond paste, toast, white chocolate, and caramel.Grapes Varieties :70% Pinot Noir, 40% ChardonnayCountry :FranceSize : 750 ml",LOUIS ROEDERER BRUT - CHAMPAGNE - 2014,,138,"Louis Roederer, a wonderful family-owned Champagne house founded in 1776, has a tremendous reputation for quality. The Louis Roederer House has remained an independent, family-owned company and is now managed by Frédéric Rouzaud, who represents the seventh generation of the lineage. 80% of the firm's needs are supplied by their own, magnificent, 444 acres of vineyard holdings.  Louis Roederer's Pinot Noir based non-vintage Brut Premier is powerful and richly-honeyed and is far superior to most other producers` vintage Champagnes. In 1876 Louis Roederer created the now famous Cristal, at the request of Alexander II.Read more",https://www.krisshop.com/en/product/ecd3de531a7d7e5d/louis-roederer-brut-champagne-2014.html
FAIVELEY,"Product Weight1.3 kgDomaine Faiveley, established in 1825 in Nuits Saint Georges. Pierre Faiveley was born in the village of Nuits. A cobbler by trade, he was also passionate about wine and founded 'Masion Joseph Faiveley' in 1825. He worked simultaneously on his cobbler and wine merchant business up until the end of the 1840's when he decided to invest all of his time and energy in wine. The domaine has become one of the best producers in the Côte d'Or, but they have also emerged as the most well-known in the Côte Chalonnaise, with their Mercureys particularly exceptional.Tasting Notes :A ruby-red color of beautiful intensity. The nose unveils light woody and fruity aromas. The attack is supple and fruity. Then, the wine reveals its fine and pleasant tannins, which give it remarkable balance and nice volume. This Vosne-Romanée is elegant and has good length on the palate.Grape Varietial : Pinot NoirCountry :FranceSize :750 ml.",DOMAINE FAIVELEY - VOSNE ROMANEE - PINOT NOIR - 2014,,126,"Domaine Faiveley, established in 1825 in Nuits Saint Georges. Pierre Faiveley was born in the village of Nuits. A cobbler by trade, he was also passionate about wine and founded 'Masion Joseph Faiveley' in 1825. He worked simultaneously on his cobbler and wine merchant business up until the end of the 1840's when he decided to invest all of his time and energy in wine. The domaine has become one of the best producers in the Côte d'Or, but they have also emerged as the most well-known in the Côte Chalonnaise, with their Mercureys particularly exceptional.Read more",https://www.krisshop.com/en/product/13a872a316c8648e/domaine-faiveley-vosne-romanee-pinot-noir-2014.html
PENFOLDS,"Product Weight8.95 kgBin 150 Marananga Shiraz is a sub-regional expression that is unmistakably Penfolds in character. Conceived from the ancient soils of Marananga, which lie very close to the centre of the Barossa Valley floor – slightly to the North West, where warm dry conditions and rich red soils provide the backbone to some of the region’s best known wines. Each release delivers a contemporary shiraz alternative, framed by a mix of oaks; French and American, old and new – crafted in accordance with the traditional Penfolds method.Tasting Note : Crunchy riberry, deemed a native superfood and often eaten raw – reportedly possessing ‘a refreshing, spicy flavour, with a hint of clove and cinnamon’. More familial, more primary – blueberry, glazed black plum and fig. Pronounced and omnipresent oak – still sensitively evoking a (teacake sponge) sweetness. A crisp and clean finish ensues, with a yoghurt “bite” (acidity) completing the package …Grape Varietal : ShirazCountry : AustraliaSize : 750 ml.",PENFOLDS BIN 150 - MARANANGA - SHIRAZ - 2018,,138,"Bin 150 Marananga Shiraz is a sub-regional expression that is unmistakably Penfolds in character. Conceived from the ancient soils of Marananga, which lie very close to the centre of the Barossa Valley floor – slightly to the North West, where warm dry conditions and rich red soils provide the backbone to some of the region’s best known wines. Each release delivers a contemporary shiraz alternative, framed by a mix of oaks; French and American, old and new – crafted in accordance with the traditional Penfolds method.Read more",https://www.krisshop.com/en/product/d439c6d46a4f1dd3/penfolds-bin-150-marananga-shiraz-2018.html
BOTTEGA SPA,"Product Weight9.3 kgIl Vino dei Poeti Prosecco Rosé DOC is a Brut sparkling wine that originates from grapes grown in Prosecco DOC Area, cultivated according to classic and traditional techniques that have maintained their quality and typicality unchanged over the years. Il Vino dei Poeti Prosecco Rosé is made from a blend of Glera and Pinot Noir.Tasting Note :Color and Appearance: bright pink mother-of-pearl, fine and persistentperlage.Bouquet: Fruity aromas (with distinct hints of apple, white peach, citrusand wild strawberries) and floral notes like peach blossoms.Taste: Fresh and delicate, it is fragrant on the palate and confirmsthe olfactory sensations. It is characterized by a good retro-olfactorypersistence.Grape Varietal :GleraCountry :ItalySize:750 ml",BOTTEGA IL VINO DEI POETI PROSECCO ROSE DOC,,46,"Il Vino dei Poeti Prosecco Rosé DOC is a Brut sparkling wine that originates from grapes grown in Prosecco DOC Area, cultivated according to classic and traditional techniques that have maintained their quality and typicality unchanged over the years. Il Vino dei Poeti Prosecco Rosé is made from a blend of Glera and Pinot Noir.Read more",https://www.krisshop.com/en/product/e709303eea41fa84/bottega-il-vino-dei-poeti-prosecco-rose-doc.html
DOMAINES BARONS DE ROTHSCHILD,"Product Weight1.3 kgMedoc Appellation stretches on the left bank of the Gironde Estuary,
North of Bordeaux. Medoc benefits from an exceptional situation and a unique terroir. The
gravelly hilltops characteristic of the region produce great wines with great aging
potential. Wines coming from clay and limestone terroir are fine and elegant
and can be appreciated in their youth.Tasting NotesColour: deep crimson-purple. Nose: Subtle and refined, mingling notes of
polish with aromas of liquorice candy and Morello cherries. Palate: Elegant and
well structured, with tight, dense tannins on the palate and a pleasant hint of liquorice on the finish,
this wine already has a great deal of charm, but also has the structure to
improve further with age.Grape varieties
60%
Cabernet Sauvignon, 40% Merlot.Size
750 ml.",LEGENDE 'R' - MEDOC - 2017,,54,"Medoc Appellation stretches on the left bank of the Gironde Estuary,
North of Bordeaux. Medoc benefits from an exceptional situation and a unique terroir. The
gravelly hilltops characteristic of the region produce great wines with great aging
potential. Wines coming from clay and limestone terroir are fine and elegant
and can be appreciated in their youth.Read more",https://www.krisshop.com/en/product/23c398b6becdbdf6/legende-r-medoc-2017.html
DOMAINE BAYARD,"Product Weight1.5 kgThe Laborde family fell under the spell of the slopes of the old Bayard property and its 4 hectares of vineyard which fully benefit from the dialogue between the Pyrenees and the Ocean. The estate, cultivated in an artisanal way for centuries, has preserved the biodiversity of its silty-clay soils and the 30-year-old vines on average give low yields, a guarantee of concentration. Since 2016, Louis and Rose-Anne have been committed to bringing old terroir to life in harmony with today's tastes.Tasting Note :Subtle nose focused on exotic fruits complemented by white floral touches. Early manual harvest in crates. This sweet-lively has been calibrated to combine the minimum of residual sugar in symbiosis with the floral framework of the Manseng grape varieties. To taste with subtly flavored foie gras, sweet and savory cuisine, blue cheeses.Grapes Varieties :Petit Manseng, Gros MansengCountry :FranceSize :750 ml",DOMAINE BAYARD 'SYMBIOSE' SWEET - PETIT MANSENG/GROS MANSENG - JURANCON - 2018,,44.2068.00,"The Laborde family fell under the spell of the slopes of the old Bayard property and its 4 hectares of vineyard which fully benefit from the dialogue between the Pyrenees and the Ocean. The estate, cultivated in an artisanal way for centuries, has preserved the biodiversity of its silty-clay soils and the 30-year-old vines on average give low yields, a guarantee of concentration. Since 2016, Louis and Rose-Anne have been committed to bringing old terroir to life in harmony with today's tastes.Read more",https://www.krisshop.com/en/product/1dbf47e1fc49b0e3/domaine-bayard-symbiose-sweet-petit-manseng-gros-manseng-jurancon-2018.html
LAMOLE DI LAMOLE,"Product Weight1.3 kgThe Lamole di Lamole vineyards in the hills of Chianti Classico are planted at some of the highest elevations of the region (1600 feet above sea level). The warm Tuscan sun and ventilation at these altitudes ensures even ripening and prevents dehydration in the grapes.Tasting NotesIts color is a deep ruby red with a faint garnet tinge. On the nose, the initial sweetish woody sensations make way for the elegant perfumes that are typical of Chianti Classico, like hints of iris and spicy tones. On the palate, the tannic austerity of Sangiovese is truly traditional, and this is accompanied by the warm,savory notes of a wine destined for long aging.Grape VarietiesSangiovese and CanaioloCountryItaly.Size750 ml.",LAMOLE DI LAMOLE CHIANTI CLASSICO RIVERSA - 2016,,54,"What makes Lamole di Lamole’s Chianti Classico unique and highly distinctive? More than 500 years old, Lamole di Lamole is situated at one of the highest points in Chianti Classico, imbuing the wines with elegance and intense aromas. Over the years, the estate’s program of clonal selection has identified clones of Sangiovese that give Lamole di Lamole its unique character.Read more",https://www.krisshop.com/en/product/c3a4da4dbdeb33b6/lamole-di-lamole-chianti-classico-riversa-2016.html
SONS OF EDEN,"Product Weight1.3 kgGrapes: 100% ShirazTasting Notes: Deep garnet in colour with an alluring complex aroma of dark-cherry, plums and roasted vanilla bean. The palate is powerful and well structured, fleshy, with chewy textured tannins finishing with polish and focus. The 2016 was an exceptional Barossa vintage indicating this wine will mature well for many years.Country: Australia.Size: 750 ml.",SONS OF EDEN 'ROMULUS' - BAROSSA VALLEY - OLD VINE SHIRAZ - 2016,,90,"Grapes: 100% ShirazTasting Notes: Deep garnet in colour with
an alluring complex aroma of dark-cherry, plums and roasted vanilla bean. The
palate is powerful and well structured, fleshy, with chewy textured tannins
finishing with polish and focus. The 2016 was an exceptional Barossa vintage
indicating this wine will mature well for many years.Country: Australia.Size: 750 ml.Read more",https://www.krisshop.com/en/product/08f42b2b20c4e46a/sons-of-eden-romulus-barossa-valley-old-vine-shiraz-2016.html
FAUSTINO,"Product Weight1.3 kgBodegas Faustino, located in Oyón, Rioja Alavesa, enjoys international renown earned over more than 150 years of experience in the production and ageing of premium wines. Crossing the doors of Bodegas Faustino is like stepping right into the history of wine. It is an unforgettable experience in a winery with the most extensive worldwide recognition. It is losing oneself in an immense barrel hall or in the spectacular bottle ageing cellars. It is discovering a great winery where more than nine million bottles are resting. Tasting Notes: Clean and bright, high colour intensity, very lively ruby red. The nose is very intense, direct, markedly fruity with notes of red fruits and pleasant notes from the Wood (coffee, toasted), set against a background of light cedar and spicy hints. Powerful and flavour-packed, with elegant tannins and good acidity bringing freshness and a harmonious mouthfeel.Grapes: Tempranillo & Graciano.Country: Spain.Size: 750 ml.",FAUSTINO & ENEKO - RIOJA - 2015,,146,"Bodegas Faustino, located in Oyón, Rioja Alavesa, enjoys international renown earned over more than 150 years of experience in the production and ageing of premium wines. Crossing the doors of Bodegas Faustino is like stepping right into the history of wine. It is an unforgettable experience in a winery with the most extensive worldwide recognition. It is losing oneself in an immense barrel hall or in the spectacular bottle ageing cellars. It is discovering a great winery where more than nine million bottles are resting.Read more",https://www.krisshop.com/en/product/213d9c2b2e0b4beb/faustino-eneko-rioja-2015.html
SONS OF EDEN,"Product Weight1.3 kgGrapes: 100% ShirazTasting Notes: Deep garnet in colour with a complex red-cherry and blackcurrant aroma, underpinned by elements of dried spice and bay-leaf. A concentrated, fleshy and well-structured palate, indicative of the moderate yielding 2016 vintage. This wine will cellar well for many years to come.Country: Australia.Size: 750 ml.",SONS OF EDEN 'REMUS' - EDEN VALLEY - OLD VINE SHIRAZ - 2016,,90,"Grapes: 100% Shiraz


Tasting Notes: Deep garnet in colour with a complex red-cherry
and blackcurrant aroma, underpinned by elements of dried spice and bay-leaf. A
concentrated, fleshy and well-structured palate, indicative of the moderate
yielding 2016 vintage. This wine will cellar well for many years to come.Country: Australia.Size: 750 ml.Read more",https://www.krisshop.com/en/product/0fea462b243aab11/sons-of-eden-remus-eden-valley-old-vine-shiraz-2016.html
