brand,date_added,description,name,regular_price,sale_price,short_description,url
Mazzei,,"Description

Established since 1435, with more than 5 centuries of history, Mazzei is the most awarded producer of Chianti Classico region and one of the 6 most awarded producers in Italy. The Mazzei family is best known for their Fonterutoli estate. Fonterutoli is located 5 km south of Castellina in Chianti (Siena), on the hills facing the Val d’Elsa, in the heart of the Chianti Classico. Owned by the Mazzei family since 1435, it still retains its original form, that of a tranquil country village: a castle once stood. Today, the estate boasts a total surface area of 650 hectares, of which 117 are devoted to specialized vineyards, divided between five areas: Fonterutoli, Siepi, Badiola, Belvedere and Caggio, located at between 230 and 500 meters above the sea level and exposed to the south and southwest.
TASTING NOTES

Aging potential: Over 20 years
Key descriptors: Great structure, complex dried flowers bouquet, very rich and persistent
Food pairing: Savoury dishes, game, stews, truffles, aged cheeses
WINE SCORES
James Suckling – 94 pts
Robert Parker – 94 pts
Vinous – 94+ pts",Mazzei Castello di Fonterutoli Chianti Classico DOCG,0,69,"This “château” wine comes from the continuous research of the diversity in our vineyards; the grapes come from 50 different parcels, in order to outline the biodiversity and the complexity of the 36 biotypes of Sangiovese existing in our estate. The parcels have been managed, harvested, vinified and aged separately in the new Fonterutoli cellar to best emphasize the unique style of our Terroirs.
Grape Varietal : 92% Sangiovese, 8% Malvasia Nera and Colorino
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/mazzei-castello-di-fonterutoli-chianti-classico-docg/
Corte Giara,,"Description

The Corte Giara range was created to satisfy the demand for easy-drinking wines that are fresh, intensely aromatic and pleasurable, and are available at a very attractive price.",Allegrini Corte Giara Valpolicella DOC,0,32,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/allegrini-corte-giara-valpolicella-doc-2010/
Corte Giara,,"Description

The Corte Giara range was created to satisfy the demand for easy-drinking wines that are fresh, intensely aromatic and pleasurable, and are available at a very attractive price.",Allegrini Corte Giara Pinot Grigio delle Venezie IGT,0,32,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/allegrini-corte-giara-pinot-grigio-igt/
Mazzei,,,Mazzei Fonterutoli Chianti Classico DOCG,0,39,,https://www.asherbws.com/product/mazzei-fonterutoli-chianti-classico-docg-2/
Farnese,,,Farnese Primo Sangiovese Merlot IGT,0,26.5,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/farnese-primo-sangiovese-merlot-igt/
Castello Di Ama,,,Castello Di Ama “Ama” Chianti Classico DOCG,0,58,,https://www.asherbws.com/product/castello-di-ama-ama-chianti-classico-docg/
Castello Di Ama,,"Description

A small 15th century hamlet above Lecchi in Chianti, is patron to one of the most eclectic permanent contemporary collection of art in situ.
Marco Pallanti and Lorenza Sebasti’s Chianti Classico and other wines from the estate are among the best Tuscan wines because of their terrior character, elegance, depth and longevity.",Castello Di Ama San Lorenzo Gran Selezione DOCG,0,109,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/castello-di-ama-san-lorenzo-gran-selezione-docg/
Byron,,"Description

Since 1984, Byron has cultivated an obsession for crafting site-specific Pinot Noir from distinctive vineyards in the Santa Maria Valley and Santa Rita Hills appellations. Founded in 1984 by Ken “Byron” Brown – one of the iconic figures in Santa Barbara County viniculture – with the intent of producing Burgundian-styled wines.",Byron Santa Barbara Chardonnay,0,53,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/byron-santa-barbara-chardonnay/
Allegrini,,"Description

Allegrini is one of the most highly-regarded and award-winning Italian wineries in the world.
Owned by the Allegrini Family, which has had roots in the Valpoliciella since the sixteenth century, the Company owns over 100 hectares of hillside vineyards in the Classico zone. Wines bearing the Allegrini brand are produced exclusively from grapes grown in the Estate’s vineyards.","Allegrini Palazzo Della Torre, Veronese IGT",0,63.5,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/allegrini-palazzo-della-torre-veronese-igt/
Wine Promotion,,"Description

Choose Any 12 Bottles Combination of the Following
-Baron Philippe De Rothschild Chardonnay Pays DOC ( White )
– Baron Philippe De Rothschild Sauvignon Blanc Pays DOC ( White )
– Baron Philippe De Rothschild Cabernet Sauvignon Pays DOC ( Red )
– Baron Philippe De Rothschild Merlot Pays DOC ( Red )",Baron Philippe De Rothschild Pays DOC x 12 Bottles Bundle,0,300,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/baron-philippe-de-rothschild-pays-doc-x-12-bottles-bundle/
Wine Promotion,,"Description

Choose Any 12 Bottles Combination Between the Following Wines.

Allegrini Corte Giara Valpolicella
Allegrini Corte Giara Pinot Grigio",Allegrini Corte Giara X 12 Bottles Bundle,0,336,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/allegrini-corte-giara-x-12-bottles-bundle/
Zonin,,,Zonin Ventiterre Moscato X 12 Bottles,0,245,,https://www.asherbws.com/product/zonin-ventiterre-moscato-x-12-bottles/
Wine Promotion,,"Description

Choose Any 6 Bottles Combination of the Following
-Baron Philippe De Rothschild Chardonnay Pays DOC ( White )
– Baron Philippe De Rothschild Sauvignon Blanc Pays DOC ( White )
– Baron Philippe De Rothschild Cabernet Sauvignon Pays DOC ( Red )
– Baron Philippe De Rothschild Merlot Pays DOC ( Red )",Baron Philippe De Rothschild Pays DOC x 6 Bottles Bundle,0,165,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/baron-philippe-de-rothschild-pays-doc-x-6-bottles-bundle/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Merlot
TASTING NOTES
ASPECT: A glittering ruby red.
NOSE: The nose expresses black fruit and spice aromas, with a hint of violet.
PALATE: The supple attack leads into a fruity body underpinned by silky tannins. The packed and harmonious mid-palate reveals blackberry and violet flavours, building to an attractively long finish
Recommended Food Pairing

Serve with white meat, charcuterie, boiled beef and vegetables, thick-cut beef steak or cheese",Baron Philippe De Rothschild Merlot PAYS DOC x 6 bottles,0,165,"Merlot has expansive fruit flavours and rounded tannins, with an apparent softness that enables the wines to reach their peak rapidly.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-merlot-pays-doc-x-6-bottles/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Chardonnay
TASTING NOTES
ASPECT: A lovely golden colour.
NOSE: A delicate nose of apricot and white peach.
PALATE: The fruit-driven attack reveals a fine balance between peach flavours and buttery notes. A mineral mid-palate leads into a long and fresh finish
Recommended Food Pairing
Fish beignets, mussels, lasagna, stuffed veal cutlets.",Baron Philippe De Rothschild Chardonnay PAYS DOC x 12 bottles,0,300,"The wine is made entirely from a single variety. Fresh and fruity, Chardonnay produces rich and well-balanced wines with complex and subtle flavours.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-chardonnay-pays-doc-x-12-bottles/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Sauvignon Blanc
TASTING NOTES
ASPECT: A pale straw yellow.
NOSE: The nose displays citrus fruit notes such as pink grapefruit, together with intense aromas of boxwood and broom.
PALATE: The fresh, fruit-driven attack reveals intense citrus fruit flavours and delicate white blossom notes, leading into a fresh finish.
Recommended Food Pairing
Grilled king prawns, mussels in white wine, smoked trout, goat cheese.",Baron Philippe De Rothschild Sauvignon Blanc Pays DOC,0,30,"Dry, crisp and fresh, its subtle citrus fruit and floral aromas, especially box and broom, give Sauvignon Blanc its distinctive characteristics and unique style.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-sauvignon-blanc-pays-doc/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Merlot
TASTING NOTES
ASPECT: A glittering ruby red.
NOSE: The nose expresses black fruit and spice aromas, with a hint of violet.
PALATE: The supple attack leads into a fruity body underpinned by silky tannins. The packed and harmonious mid-palate reveals blackberry and violet flavours, building to an attractively long finish
Recommended Food Pairing

Serve with white meat, charcuterie, boiled beef and vegetables, thick-cut beef steak or cheese",Baron Philippe De Rothschild Merlot Pays DOC,0,30,"Merlot has expansive fruit flavours and rounded tannins, with an apparent softness that enables the wines to reach their peak rapidly.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-merlot-pays-doc/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Cabernet Sauvignon
TASTING NOTES
ASPECT: Purple red.
NOSE: The intense and expressive nose opens on aromas of red fruit and spice.
PALATE: The attack reveals all the wine’s power. The well-structured mid-palate displays red fruit flavours combined with touches of liquorice, leading into a long and intense finish.
Recommended Food Pairing
Ideal with grilled red meat (rib steak, rib of beef) or beef stew, charcuterie or cheese.",Baron Philippe De Rothschild Cabernet Sauvignon PAYS DOC x 12 bottles,0,300,"Cabernet Sauvignon is highly aromatic, with lingering flavours on the palate.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-cabernet-sauvignon-pays-doc-x-12-bottles/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Chardonnay
TASTING NOTES
ASPECT: A lovely golden colour.
NOSE: A delicate nose of apricot and white peach.
PALATE: The fruit-driven attack reveals a fine balance between peach flavours and buttery notes. A mineral mid-palate leads into a long and fresh finish
Recommended Food Pairing
Fish beignets, mussels, lasagna, stuffed veal cutlets.",Baron Philippe De Rothschild Chardonnay PAYS DOC x 6 bottles,0,165,"The wine is made entirely from a single variety. Fresh and fruity, Chardonnay produces rich and well-balanced wines with complex and subtle flavours.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-chardonnay-pays-doc-x-6-bottles/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Cabernet Sauvignon
TASTING NOTES
ASPECT: Purple red.
NOSE: The intense and expressive nose opens on aromas of red fruit and spice.
PALATE: The attack reveals all the wine’s power. The well-structured mid-palate displays red fruit flavours combined with touches of liquorice, leading into a long and intense finish.
Recommended Food Pairing
Ideal with grilled red meat (rib steak, rib of beef) or beef stew, charcuterie or cheese.",Baron Philippe De Rothschild Cabernet Sauvignon PAYS DOC x 6 bottles,0,165,"Cabernet Sauvignon is highly aromatic, with lingering flavours on the palate.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-cabernet-sauvignon-pays-doc-x-6-bottles/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Cabernet Sauvignon
TASTING NOTES
ASPECT: Purple red.
NOSE: The intense and expressive nose opens on aromas of red fruit and spice.
PALATE: The attack reveals all the wine’s power. The well-structured mid-palate displays red fruit flavours combined with touches of liquorice, leading into a long and intense finish.
Recommended Food Pairing
Ideal with grilled red meat (rib steak, rib of beef) or beef stew, charcuterie or cheese.",Baron Philippe De Rothschild Cabernet Sauvignon Pays DOC,0,30,"Cabernet Sauvignon is highly aromatic, with lingering flavours on the palate.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-cabernet-sauvignon-pays-doc/
Baron Philippe De Rothschild,,,Baron Philippe De Rothschild Anderra Cabernet Sauvignon,0,32,,https://www.asherbws.com/product/baron-philippe-de-rothschild-anderra-cabernet-sauvignon/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Chardonnay
TASTING NOTES
ASPECT: A lovely golden colour.
NOSE: A delicate nose of apricot and white peach.
PALATE: The fruit-driven attack reveals a fine balance between peach flavours and buttery notes. A mineral mid-palate leads into a long and fresh finish
Recommended Food Pairing
Fish beignets, mussels, lasagna, stuffed veal cutlets.",Baron Philippe De Rothschild Chardonnay Pays DOC,0,30,"The wine is made entirely from a single variety. Fresh and fruity, Chardonnay produces rich and well-balanced wines with complex and subtle flavours.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-chardonnay-pays-doc/
Bodega Lagarde,,,Bodega Lagarde Altas Cumbres Torrontes,0,29,,https://www.asherbws.com/product/bodega-lagarde-altas-cumbres-torrontes/
Wine Promotion,,,Beaulieu Vineyard California Chardonnay,0,31.5,,https://www.asherbws.com/product/beaulieu-vineyard-california-chardonnay/
Bodega Lagarde,,,Bodega Lagarde Altas Cumbres Malbec,0,29,,https://www.asherbws.com/product/bodega-lagarde-altas-cumbres-malbec/
Beaulieu Vineyards,,"Description

For more than 100 years, Beaulieu Vineyard has been setting the standard for rich, classic California wines. Our legacy honors the marriage between state-of-the-art technology and gentle, traditional winemaking methods, a combination that enhances the expression of our remarkable vineyard terroir. From the cool central coast to the warmer northern valley’s, our Beaulieu Vineyard California wines reflect the diverse terroir with classic varietal character.
Our Beaulieu Vineyard California Cabernet has deep, rich flavors full of dark fruit enriched by layers of oak spices. A bramble of ripe blackberries and dark cherries are accented by hints of cocoa and spice. Smooth, juicy tannins lead to a long and velvety finish.",Beaulieu Vineyard California Cabernet Sauvignon,0,31.5,"Region: California, United States (BV wines is served for White House United States)
Alc: 13.68%, 750 ml
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/beaulieu-vineyard-bv-cabernet-sauvignon/
Beaulieu Vineyards,,"Description

Choose Any 12 Bottles Combination of the Following
-Beaulieu Vineyard Chardonnay Pays DOC ( White )
– Beaulieu Vineyard Cabernet Sauvignon Pays DOC ( Red )
– Beaulieu Vineyard Merlot Pays DOC ( Red )
 
 
 
Beaulieu Vineyard’s California Merlot was chosen from vineyards in Central California along with select vineyards on the North Coast. The California coast offers vineyards full of grapes that are cooled by maritime influence, while mountain vineyards in the interior produce grapes of great intensity and flavor. The grapes picked reflect the diverse microclimates of each area producing a wonderful depth of flavor, elegance and intensity.



Our Merlot offers an accessible combination of fruit and spices perfect for everyday enjoyment. Lovely red fruit aromas, complemented by peppery oak notes, greet the nose. The palate is lively and bright, brimming with ripe plum and juicy black cherry flavors. Hints of coffee and toasty oak spices join chewy tannins through the long, satisfying finish.",Beaulieu Vineyard California x 12 bottles Bundle,0,174,"Region: California, United States (BV wines is served for White House United States)
Alc: 13.68%, 750 ml
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage. 
Please indicate wine types on the note section when you check out.",https://www.asherbws.com/product/beaulieu-vineyard-bv-california-x-12-bottles-bundle/
Beaulieu Vineyards,,"Description

Beaulieu Vineyard’s California Merlot was chosen from vineyards in Central California along with select vineyards on the North Coast. The California coast offers vineyards full of grapes that are cooled by maritime influence, while mountain vineyards in the interior produce grapes of great intensity and flavor. The grapes picked reflect the diverse microclimates of each area producing a wonderful depth of flavor, elegance and intensity.



Our Merlot offers an accessible combination of fruit and spices perfect for everyday enjoyment. Lovely red fruit aromas, complemented by peppery oak notes, greet the nose. The palate is lively and bright, brimming with ripe plum and juicy black cherry flavors. Hints of coffee and toasty oak spices join chewy tannins through the long, satisfying finish.",Beaulieu Vineyard California Merlot,0,31.5,"Region: California, United States (BV wines is served for White House United States)
Alc: 13.68%, 750 ml
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/beaulieu-vineyard-bv-merlot/
Wine Promotion,,,Baron Philippe De Rothschild Escudo Rojo Sauvignon Blanc,0,32,,https://www.asherbws.com/product/escudo-rojo-sauvignon-blanc/
Beaulieu Vineyards,,"Description

Choose Any 6 Bottles Combination of the Following
-Beaulieu Vineyard Chardonnay Pays DOC ( White )
– Beaulieu Vineyard Cabernet Sauvignon Pays DOC ( Red )
– Beaulieu Vineyard Merlot Pays DOC ( Red )
 
 
 
 
 
For more than 100 years, Beaulieu Vineyard has been setting the standard for rich, classic California wines. Our legacy honors the marriage between state-of-the-art technology and gentle, traditional winemaking methods, a combination that enhances the expression of our remarkable vineyard terroir. From the cool central coast to the warmer northern valley’s, our Beaulieu Vineyard California wines reflect the diverse terroir with classic varietal character.
Our Beaulieu Vineyard California Cabernet has deep, rich flavors full of dark fruit enriched by layers of oak spices. A bramble of ripe blackberries and dark cherries are accented by hints of cocoa and spice. Smooth, juicy tannins lead to a long and velvety finish.",Beaulieu Vineyard California X 6 Bottles Bundle,0,180,"Region: California, United States (BV wines is served for White House United States)
Alc: 13.68%, 750 ml
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage. 
Please indicate wine types on the note section when you check out.",https://www.asherbws.com/product/beaulieu-vineyard-california-6-bottles-bundle/
Baron Philippe De Rothschild,,,Baron Philippe De Rothschild (Escudo Rojo) Mapu Reserva Chardonnay,0,33,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/escudo-rojo-mapu-reserva-chardonnay/
Wine Promotion,,,Baron Philippe De Rothschild Escudo Rojo Carmenere,0,32,,https://www.asherbws.com/product/baron-philippe-de-rothschild-escudo-rojo-carmenere/
Cape Mentelle,,"Description

Opaque black dark purple colour with dark purple red hue. The nose is a little subdued with aromas of blackcurrant, mulberry, cedary tobacco and spice emerging. Medium weight the palate is a little closed at present with flavours of ripe mulberry, cedar, a touch of tobacco and spice. Fine grained, slightly dryish tannins. Aftertaste of blackcurrant, mulberry, tobacco and spicy cedar.",Cape Mentelle Cabernet Merlot,0,40,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cape-mentelle-cabernet-merlot-2010/
Baron Philippe De Rothschild,,,Baron Philippe De Rothschild Anderra Carmenere,0,28,,https://www.asherbws.com/product/baron-philippe-de-rothschild-anderra-carmenere/
Cape Mentelle,,"Description

Plush ripe fruit of wild berries and plums balanced by black pepper and aniseed spices. The vibrant fruit characters are supported by savoury rich tannins providing length and texture.",Cape Mentelle Shiraz,0,42,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cape-mentelle-shiraz-2011/
Cape Mentelle,,"Description

Vibrant flavours of lemon curd, pears and citrus blossom persist and combine with a mealy, juicy, mineral acidity leading to a rich, long and complex finish.",Cape Mentelle Chardonnay,0,42.9,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cape-mentelle-chardonnay-2012/
Italy,,,Castello di Querceto Chianti Classico DOCG,0,38,,https://www.asherbws.com/product/castello-di-querceto-chianti-classico-docg/
Wine Promotion,,,Cesari Fiorile Pinot Grigio Delle Venezie,0,28,,https://www.asherbws.com/product/cesari-fiorile-pinot-grigio-delle-venezie/
Wine Promotion,,,Castello Di Querceto Chianti x 6 Bottles,0,150,,https://www.asherbws.com/product/castello-di-querceto-chianti-2/
USA,,,Brandlin Estate Napa Valley Cabernet Sauvignon,0,97,,https://www.asherbws.com/product/brandlin-estate-napa-valley-cabernet-sauvignon/
Wine Promotion,,,Bodegas Lozano Fonda Real x 6 Bottles,0,112,,https://www.asherbws.com/product/boegas-lozano-fonda-real-x-6-bottles/
Wine Promotion,,,Castello Di Querceto Chianti,0,28,,https://www.asherbws.com/product/castello-di-querceto-chianti/
Bodega Lagarde,,"Description

Choose 12 Bottles From Any Of The Following WInes

Bodega Lagarde Altas Cumbres Malbec ( Red )
Bodega Lagarde Altas Cumbres Torrontes ( White )",Bodega Lagarde Altas Cumbres X 12 Bottles Bundles,0,299,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/bodega-lagarde-altas-cumbres-x-12-bottles-bundles/
Wine Promotion,,,Cape Mentelle Shiraz x 6 Bottles,0,234,,https://www.asherbws.com/product/cape-mentelle-shiraz-x-6-bottles/
Bodega Lagarde,,"Description

Choose 6 Bottles From Any Of The Following WInes

Bodega Lagarde Altas Cumbres Malbec ( Red )
Bodega Lagarde Altas Cumbres Torrontes ( White )",Bodega Lagarde Altas Cumbres X 6 Bottles Bundles,0,162,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/bodega-lagarde-altas-cumbres-x-6-bottles-bundles/
Cloudy Bay,,"Description

The chardonnay affords aromas of stonefruit, white floral, smokey oak and spice. The palate it fresh and lively with a bright acid backbone. Flavours abound of nectarines & peaches, juicy citrus and grapefruit pith. Good length with delicate texture and a fine mineral thread.",Cloudy Bay Chardonnay,0,44.5,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cloudy-bay-chardonnay-2011/
Cloudy Bay,,,Cloudy Bay Pinot Noir,0,55,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cloudy-bay-pinot-noir-2011/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Sauvignon Blanc
TASTING NOTES
ASPECT: A pale straw yellow.
NOSE: The nose displays citrus fruit notes such as pink grapefruit, together with intense aromas of boxwood and broom.
 PALATE: The fresh, fruit-driven attack reveals intense citrus fruit flavours and delicate white blossom notes, leading into a fresh finish.
Recommended Food Pairing
Grilled king prawns, mussels in white wine, smoked trout, goat cheese.",Baron Philippe De Rothschild Sauvignon Blanc PAYS DOC x 12 bottles,0,300,"Dry, crisp and fresh, its subtle citrus fruit and floral aromas, especially box and broom, give Sauvignon Blanc its distinctive characteristics and unique style.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-sauvignon-blanc-pays-doc-x-12-bottles/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Sauvignon Blanc
TASTING NOTES
ASPECT: A pale straw yellow.
NOSE: The nose displays citrus fruit notes such as pink grapefruit, together with intense aromas of boxwood and broom.
 PALATE: The fresh, fruit-driven attack reveals intense citrus fruit flavours and delicate white blossom notes, leading into a fresh finish.
Recommended Food Pairing
Grilled king prawns, mussels in white wine, smoked trout, goat cheese.",Baron Philippe De Rothschild Sauvignon Blanc PAYS DOC x 6 bottles,0,165,"Dry, crisp and fresh, its subtle citrus fruit and floral aromas, especially box and broom, give Sauvignon Blanc its distinctive characteristics and unique style.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-sauvignon-blanc-pays-doc-x-6-bottles/
Chateau St Jean,,"Description

Chateau St. Jean was built on a family’s dream to create a world-class winery in the heart of Sonoma. Ever since, we have been passionate about crafting balanced, elegant wines like our California Cabernet Sauvignon, which shows notes of blackberry, black plum, and spice.
This California Cabernet Sauvignon has vivid aromas of blackberries, fresh plum, and chocolate which follow through to the palate of rich flavours of black cherries, fresh berry pie and notes of black tea. The wine is well structured with a juicy mouthfeel and a full, lingering finish.",Chateau St Jean Cabernet Sauvignon,0,35,"Region: California, United States
Alc: 13.8%, 750ml
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/chateau-st-jean-cabernet-sauvignon/
Wine Promotion,,,Cesari Fiorile Pinot Grigio Delle Venezie x 6 Bottles,0,153,,https://www.asherbws.com/product/cesari-fiorile-pinot-grigio-delle-venezie-x-6-bottles/
Cloudy Bay,,"Description

The Nose of Sauvignon blanc, followed by nectarine and lemongrass tones. The palate is fresh and focused with ripe citrus, stonefruit, fennel and mineral notes lingering on the persistent finish.",Cloudy Bay Sauvignon Blanc,0,39.5,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cloudy-bay-sauvignon-blanc-2013/
Chateau La Cave Du Roc,,,Chateau La Cave Du Roc Bordeaux X 6 Bottles,0,168,,https://www.asherbws.com/product/chateau-la-cave-du-roc-x-6-bottles/
Chateau La Cave Du Roc,,,Chateau La Cave Du Roc Bordeaux X 12 Bottles,0,312,,https://www.asherbws.com/product/chateau-la-cave-du-roc-bordeaux-x-12-bottles/
Chateau La Cave Du Roc,,,Chateau La Cave Du Roc Bordeaux,0,30,,https://www.asherbws.com/product/de-luze-chateau-la-cave-du-roc/
France,,,Chateau Des Bardes St Emillion Grand Cru 2015,0,48,,https://www.asherbws.com/product/chateau-des-bardes-st-emillion-grand-cru/
Baron Philippe De Rothschild,,"Description

GRAPE VARIETY
Merlot
TASTING NOTES
ASPECT: A glittering ruby red.
NOSE: The nose expresses black fruit and spice aromas, with a hint of violet.
PALATE: The supple attack leads into a fruity body underpinned by silky tannins. The packed and harmonious mid-palate reveals blackberry and violet flavours, building to an attractively long finish
Recommended Food Pairing

Serve with white meat, charcuterie, boiled beef and vegetables, thick-cut beef steak or cheese",Baron Philippe De Rothschild Merlot PAYS DOC x 12 bottles,0,300,"Merlot has expansive fruit flavours and rounded tannins, with an apparent softness that enables the wines to reach their peak rapidly.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/baron-philippe-de-rothschild-merlot-pays-doc-x-12-bottles/
Cousino Macul,,,Cousino Macul Cabernet Sauvignon,0,27,,https://www.asherbws.com/product/cousino-macul-cabernet-sauvignon/
Cousino Macul,,,Cousino Macul Chardonnay,0,27,,https://www.asherbws.com/product/cousino-macul-chardonnay/
Cloudy Bay,,"Description

Te Koko offers an abundance of aromas including sweet herbs, nectarine, honeysuckle floral and a hint of smoke. The palate is equally complex opening with a creamy richness that brightens quickly with lemon sorbet and grapefruit pith.",Cloudy Bay Te Koko,0,64.9,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cloudy-bay-te-koko-2010/
D' Arenberg,,"Description

Since 1912 the Osborn Family have grown grapes and made wine in the picturesque surrounds of McLaren Vale. Today fourth generation family member Chester Osborn is at the winemaking helm, making distinctive wines using traditional methods in the winery and the vineyard. The label with the red stripe has earned an enviable reputation worldwide and can be found in over 60 countries.",D Arenberg The Stump Jump Shiraz,0,25,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/d-arenberg-stump-jump-shiraz-2011/
Cloudy Bay,,"Description

The Nose of Sauvignon blanc, followed by nectarine and lemongrass tones. The palate is fresh and focused with ripe citrus, stonefruit, fennel and mineral notes lingering on the persistent finish.",Cloudy Bay Sauvignon Blanc X 12 bottles,0,444,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cloudy-bay-sauvignon-blanc-x-12-bottles/
